origin_airport;destination_airport_icao;destination_airport_iata;destination_airport_name;destination_airport_shortName;destination_airport_municipalityName;destination_airport_location;destination_airport_countryCode;daily_flights;0;1;2;3;4;5;6;7;8;9
LIMC;LPMA;FNC;Madeira, Funchal;Madeira;Funchal;{'lat': 32.6979, 'lon': -16.7745};PT;0.29;LIMC;MXP;Malpensa International Airport;Milan;Lombardy;IT;45.6305999756;8.7281103134;Europe/Rome;
LIMC;GCRR;ACE;Lanzarote, Lanzarote Island;Lanzarote;Lanzarote Island;{'lat': 28.9455, 'lon': -13.605199};ES;0.29;LIMC;MXP;Malpensa International Airport;Milan;Lombardy;IT;45.6305999756;8.7281103134;Europe/Rome;
LIME;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;2.86;LIME;BGY;Bergamo / Orio Al Serio Airport;Bergamo;Lombardy;IT;45.6739006042;9.7041702271;Europe/Rome;
LIME;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;0.71;LIME;BGY;Bergamo / Orio Al Serio Airport;Bergamo;Lombardy;IT;45.6739006042;9.7041702271;Europe/Rome;
LIME;LFPG;CDG;Charles de Gaulle, Paris;Charles de Gaulle;Paris;{'lat': 49.0128, 'lon': 2.549999};FR;0.71;LIME;BGY;Bergamo / Orio Al Serio Airport;Bergamo;Lombardy;IT;45.6739006042;9.7041702271;Europe/Rome;
LIME;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;0.43;LIME;BGY;Bergamo / Orio Al Serio Airport;Bergamo;Lombardy;IT;45.6739006042;9.7041702271;Europe/Rome;
LIMF;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;4.14;LIMF;TRN;Torino / Caselle International Airport;Torino;Piedmont;IT;45.2008018494;7.6496300697;Europe/Rome;
LIMF;EGCC;MAN;Manchester, Manchester;Manchester;EGCC;{'lat': 53.3537, 'lon': -2.27495};GB;0.43;LIMF;TRN;Torino / Caselle International Airport;Torino;Piedmont;IT;45.2008018494;7.6496300697;Europe/Rome;
LIMF;EGGD;BRS;Bristol, Bristol;Bristol;EGGD;{'lat': 51.3827, 'lon': -2.719089};GB;0.29;LIMF;TRN;Torino / Caselle International Airport;Torino;Piedmont;IT;45.2008018494;7.6496300697;Europe/Rome;
LIMF;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;0.29;LIMF;TRN;Torino / Caselle International Airport;Torino;Piedmont;IT;45.2008018494;7.6496300697;Europe/Rome;
LIML;LFPG;CDG;Charles de Gaulle, Paris;Charles de Gaulle;Paris;{'lat': 49.0128, 'lon': 2.549999};FR;9.71;LIML;LIN;Linate Airport;Milan;Lombardy;IT;45.445098877;9.2767400742;Europe/Rome;
LIML;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;6.71;LIML;LIN;Linate Airport;Milan;Lombardy;IT;45.445098877;9.2767400742;Europe/Rome;
LIML;LFPO;ORY;Paris-Orly, Paris;Orly;Paris;{'lat': 48.7253, 'lon': 2.35944};FR;6.15;LIML;LIN;Linate Airport;Milan;Lombardy;IT;45.445098877;9.2767400742;Europe/Rome;
LIML;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;2.86;LIML;LIN;Linate Airport;Milan;Lombardy;IT;45.445098877;9.2767400742;Europe/Rome;
LIML;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;1.0;LIML;LIN;Linate Airport;Milan;Lombardy;IT;45.445098877;9.2767400742;Europe/Rome;
LIPE;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;0.14;LIPE;BLQ;Bologna / Borgo Panigale Airport;Bologna;Emilia Romagna;IT;44.5354003906;11.2887001038;Europe/Rome;
LIPX;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;2.0;LIPX;VRN;Verona / Villafranca Airport;Verona;Veneto;IT;45.3956985474;10.8885002136;Europe/Rome;
LIPZ;LFPG;CDG;Charles de Gaulle, Paris;Charles de Gaulle;Paris;{'lat': 49.0128, 'lon': 2.549999};FR;5.86;LIPZ;VCE;Venezia / Tessera -  Marco Polo Airport;Venezia;Veneto;IT;45.5052986145;12.3519001007;Europe/Rome;
LIPZ;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;4.14;LIPZ;VCE;Venezia / Tessera -  Marco Polo Airport;Venezia;Veneto;IT;45.5052986145;12.3519001007;Europe/Rome;
LIPZ;LFPO;ORY;Paris-Orly, Paris;Orly;Paris;{'lat': 48.7253, 'lon': 2.35944};FR;3.0;LIPZ;VCE;Venezia / Tessera -  Marco Polo Airport;Venezia;Veneto;IT;45.5052986145;12.3519001007;Europe/Rome;
LIPZ;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;2.86;LIPZ;VCE;Venezia / Tessera -  Marco Polo Airport;Venezia;Veneto;IT;45.5052986145;12.3519001007;Europe/Rome;
LIPZ;LFLL;LYS;Lyon Saint-Exupï¿½ry, Lyon;Saint-Exupï¿½ry;Lyon;{'lat': 45.7264, 'lon': 5.090829};FR;1.14;LIPZ;VCE;Venezia / Tessera -  Marco Polo Airport;Venezia;Veneto;IT;45.5052986145;12.3519001007;Europe/Rome;
LIPZ;EGCC;MAN;Manchester, Manchester;Manchester;EGCC;{'lat': 53.3537, 'lon': -2.27495};GB;0.86;LIPZ;VCE;Venezia / Tessera -  Marco Polo Airport;Venezia;Veneto;IT;45.5052986145;12.3519001007;Europe/Rome;
LIPZ;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;0.71;LIPZ;VCE;Venezia / Tessera -  Marco Polo Airport;Venezia;Veneto;IT;45.5052986145;12.3519001007;Europe/Rome;
LIPZ;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bï¿½le/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bï¿½le/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.57;LIPZ;VCE;Venezia / Tessera -  Marco Polo Airport;Venezia;Veneto;IT;45.5052986145;12.3519001007;Europe/Rome;
LIPZ;LFMN;NCE;Nice-Cï¿½te d'Azur, Nice;Cï¿½te d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;0.57;LIPZ;VCE;Venezia / Tessera -  Marco Polo Airport;Venezia;Veneto;IT;45.5052986145;12.3519001007;Europe/Rome;
LIPZ;EGGD;BRS;Bristol, Bristol;Bristol;EGGD;{'lat': 51.3827, 'lon': -2.719089};GB;0.29;LIPZ;VCE;Venezia / Tessera -  Marco Polo Airport;Venezia;Veneto;IT;45.5052986145;12.3519001007;Europe/Rome;
LIPZ;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;0.29;LIPZ;VCE;Venezia / Tessera -  Marco Polo Airport;Venezia;Veneto;IT;45.5052986145;12.3519001007;Europe/Rome;
LIRF;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;8.86;LIRF;FCO;Leonardo Da Vinci (Fiumicino) International Airport;Rome;Latium;IT;41.8045005798;12.2508001328;Europe/Rome;
LIRF;LFPO;ORY;Paris-Orly, Paris;Orly;Paris;{'lat': 48.7253, 'lon': 2.35944};FR;8.43;LIRF;FCO;Leonardo Da Vinci (Fiumicino) International Airport;Rome;Latium;IT;41.8045005798;12.2508001328;Europe/Rome;
LIRF;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;5.86;LIRF;FCO;Leonardo Da Vinci (Fiumicino) International Airport;Rome;Latium;IT;41.8045005798;12.2508001328;Europe/Rome;
LIRF;LFMN;NCE;Nice-Cï¿½te d'Azur, Nice;Cï¿½te d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;3.57;LIRF;FCO;Leonardo Da Vinci (Fiumicino) International Airport;Rome;Latium;IT;41.8045005798;12.2508001328;Europe/Rome;
LIRF;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;3.43;LIRF;FCO;Leonardo Da Vinci (Fiumicino) International Airport;Rome;Latium;IT;41.8045005798;12.2508001328;Europe/Rome;
LIRF;LFLL;LYS;Lyon Saint-Exupï¿½ry, Lyon;Saint-Exupï¿½ry;Lyon;{'lat': 45.7264, 'lon': 5.090829};FR;2.14;LIRF;FCO;Leonardo Da Vinci (Fiumicino) International Airport;Rome;Latium;IT;41.8045005798;12.2508001328;Europe/Rome;
LIRF;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;1.86;LIRF;FCO;Leonardo Da Vinci (Fiumicino) International Airport;Rome;Latium;IT;41.8045005798;12.2508001328;Europe/Rome;
LIRF;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bï¿½le/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bï¿½le/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;1.43;LIRF;FCO;Leonardo Da Vinci (Fiumicino) International Airport;Rome;Latium;IT;41.8045005798;12.2508001328;Europe/Rome;
LIRF;LFRS;NTE;Nantes Atlantique, Nantes;Atlantique;Nantes;{'lat': 47.1532, 'lon': -1.61073};FR;1.14;LIRF;FCO;Leonardo Da Vinci (Fiumicino) International Airport;Rome;Latium;IT;41.8045005798;12.2508001328;Europe/Rome;
LIRF;EGGD;BRS;Bristol, Bristol;Bristol;EGGD;{'lat': 51.3827, 'lon': -2.719089};GB;0.86;LIRF;FCO;Leonardo Da Vinci (Fiumicino) International Airport;Rome;Latium;IT;41.8045005798;12.2508001328;Europe/Rome;
LIRN;LIMC;MXP;Malpensa, Milan;Malpensa;Milan;{'lat': 45.6306, 'lon': 8.72811};IT;6.12;LIRN;NAP;Napoli / Capodichino International Airport;Napoli;Campania;IT;40.8860015869;14.2908000946;Europe/Rome;
LIRN;LFPO;ORY;Paris-Orly, Paris;Orly;Paris;{'lat': 48.7253, 'lon': 2.35944};FR;3.14;LIRN;NAP;Napoli / Capodichino International Airport;Napoli;Campania;IT;40.8860015869;14.2908000946;Europe/Rome;
LIRN;LFPG;CDG;Charles de Gaulle, Paris;Charles de Gaulle;Paris;{'lat': 49.0128, 'lon': 2.549999};FR;3.0;LIRN;NAP;Napoli / Capodichino International Airport;Napoli;Campania;IT;40.8860015869;14.2908000946;Europe/Rome;
LIRN;LEBL;BCN;Barcelona, Barcelona;Barcelona;LEBL;{'lat': 41.2971, 'lon': 2.078459};ES;2.43;LIRN;NAP;Napoli / Capodichino International Airport;Napoli;Campania;IT;40.8860015869;14.2908000946;Europe/Rome;
LIRN;LICC;CTA;Catania-Fontanarossa, Catania;Fontanarossa;Catania;{'lat': 37.4668, 'lon': 15.066399};IT;2.43;LIRN;NAP;Napoli / Capodichino International Airport;Napoli;Campania;IT;40.8860015869;14.2908000946;Europe/Rome;
LIRN;LICJ;PMO;Falconeï¿½Borsellino, Palermo;Falconeï¿½Borsellino;Palermo;{'lat': 38.176, 'lon': 13.090999};IT;2.29;LIRN;NAP;Napoli / Capodichino International Airport;Napoli;Campania;IT;40.8860015869;14.2908000946;Europe/Rome;
LIRN;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;2.14;LIRN;NAP;Napoli / Capodichino International Airport;Napoli;Campania;IT;40.8860015869;14.2908000946;Europe/Rome;
LIRN;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;2.0;LIRN;NAP;Napoli / Capodichino International Airport;Napoli;Campania;IT;40.8860015869;14.2908000946;Europe/Rome;
LIRN;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;1.29;LIRN;NAP;Napoli / Capodichino International Airport;Napoli;Campania;IT;40.8860015869;14.2908000946;Europe/Rome;
LIRN;LFMN;NCE;Nice-Cï¿½te d'Azur, Nice;Cï¿½te d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;1.29;LIRN;NAP;Napoli / Capodichino International Airport;Napoli;Campania;IT;40.8860015869;14.2908000946;Europe/Rome;
LIRN;HESH;SSH;Sharm el Sheikh, Sharm el Sheikh;Sharm el Sheikh;HESH;{'lat': 27.9773, 'lon': 34.395};EG;1.29;LIRN;NAP;Napoli / Capodichino International Airport;Napoli;Campania;IT;40.8860015869;14.2908000946;Europe/Rome;
LIRN;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;0.86;LIRN;NAP;Napoli / Capodichino International Airport;Napoli;Campania;IT;40.8860015869;14.2908000946;Europe/Rome;
LIRN;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;0.71;LIRN;NAP;Napoli / Capodichino International Airport;Napoli;Campania;IT;40.8860015869;14.2908000946;Europe/Rome;
LIRN;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bï¿½le/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bï¿½le/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.43;LIRN;NAP;Napoli / Capodichino International Airport;Napoli;Campania;IT;40.8860015869;14.2908000946;Europe/Rome;
LIRN;EGPH;EDI;Edinburgh, Edinburgh;Edinburgh;EGPH;{'lat': 55.95, 'lon': -3.372499};GB;0.29;LIRN;NAP;Napoli / Capodichino International Airport;Napoli;Campania;IT;40.8860015869;14.2908000946;Europe/Rome;
LIRN;LFLL;LYS;Lyon Saint-Exupï¿½ry, Lyon;Saint-Exupï¿½ry;Lyon;{'lat': 45.7264, 'lon': 5.090829};FR;0.29;LIRN;NAP;Napoli / Capodichino International Airport;Napoli;Campania;IT;40.8860015869;14.2908000946;Europe/Rome;
LIRP;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;1.29;LIRP;PSA;Pisa / San Giusto - Galileo Galilei International Airport;Pisa;Tuscany;IT;43.6838989258;10.3927001953;Europe/Rome;
LIRP;LFPO;ORY;Paris-Orly, Paris;Orly;Paris;{'lat': 48.7253, 'lon': 2.35944};FR;0.71;LIRP;PSA;Pisa / San Giusto - Galileo Galilei International Airport;Pisa;Tuscany;IT;43.6838989258;10.3927001953;Europe/Rome;
LIRP;EGCC;MAN;Manchester, Manchester;Manchester;EGCC;{'lat': 53.3537, 'lon': -2.27495};GB;0.57;LIRP;PSA;Pisa / San Giusto - Galileo Galilei International Airport;Pisa;Tuscany;IT;43.6838989258;10.3927001953;Europe/Rome;
LIRP;EGGD;BRS;Bristol, Bristol;Bristol;EGGD;{'lat': 51.3827, 'lon': -2.719089};GB;0.29;LIRP;PSA;Pisa / San Giusto - Galileo Galilei International Airport;Pisa;Tuscany;IT;43.6838989258;10.3927001953;Europe/Rome;
LKPR;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;4.57;LKPR;PRG;Ruzyne International Airport;Prague;Praha;CZ;50.1007995605;14.2600002289;Europe/Prague;
LKPR;LIMC;MXP;Malpensa, Milan;Malpensa;Milan;{'lat': 45.6306, 'lon': 8.72811};IT;2.57;LKPR;PRG;Ruzyne International Airport;Prague;Praha;CZ;50.1007995605;14.2600002289;Europe/Prague;
LKPR;EGCC;MAN;Manchester, Manchester;Manchester;EGCC;{'lat': 53.3537, 'lon': -2.27495};GB;2.14;LKPR;PRG;Ruzyne International Airport;Prague;Praha;CZ;50.1007995605;14.2600002289;Europe/Prague;
LKPR;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;1.14;LKPR;PRG;Ruzyne International Airport;Prague;Praha;CZ;50.1007995605;14.2600002289;Europe/Prague;
LKPR;EGGD;BRS;Bristol, Bristol;Bristol;EGGD;{'lat': 51.3827, 'lon': -2.719089};GB;0.57;LKPR;PRG;Ruzyne International Airport;Prague;Praha;CZ;50.1007995605;14.2600002289;Europe/Prague;
LKPR;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;0.57;LKPR;PRG;Ruzyne International Airport;Prague;Praha;CZ;50.1007995605;14.2600002289;Europe/Prague;
LKPR;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bï¿½le/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bï¿½le/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.43;LKPR;PRG;Ruzyne International Airport;Prague;Praha;CZ;50.1007995605;14.2600002289;Europe/Prague;
LKPR;LPPR;OPO;Francisco de Sï¿½ Carneiro, Porto;Francisco de Sï¿½ Carneiro;Porto;{'lat': 41.2481, 'lon': -8.681389};PT;0.29;LKPR;PRG;Ruzyne International Airport;Prague;Praha;CZ;50.1007995605;14.2600002289;Europe/Prague;
LLBG;LFPG;CDG;Charles de Gaulle, Paris;Charles de Gaulle;Paris;{'lat': 49.0128, 'lon': 2.549999};FR;4.86;LLBG;TLV;Ben Gurion International Airport;Tel Aviv;Central District;IL;32.0113983154;34.8866996765;Asia/Jerusalem;
LLBG;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;4.29;LLBG;TLV;Ben Gurion International Airport;Tel Aviv;Central District;IL;32.0113983154;34.8866996765;Asia/Jerusalem;
LLBG;LIMC;MXP;Malpensa, Milan;Malpensa;Milan;{'lat': 45.6306, 'lon': 8.72811};IT;3.71;LLBG;TLV;Ben Gurion International Airport;Tel Aviv;Central District;IL;32.0113983154;34.8866996765;Asia/Jerusalem;
LLBG;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;3.17;LLBG;TLV;Ben Gurion International Airport;Tel Aviv;Central District;IL;32.0113983154;34.8866996765;Asia/Jerusalem;
LLBG;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;2.72;LLBG;TLV;Ben Gurion International Airport;Tel Aviv;Central District;IL;32.0113983154;34.8866996765;Asia/Jerusalem;
LLBG;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;1.14;LLBG;TLV;Ben Gurion International Airport;Tel Aviv;Central District;IL;32.0113983154;34.8866996765;Asia/Jerusalem;
LLBG;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;0.86;LLBG;TLV;Ben Gurion International Airport;Tel Aviv;Central District;IL;32.0113983154;34.8866996765;Asia/Jerusalem;
LLBG;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bï¿½le/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bï¿½le/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.43;LLBG;TLV;Ben Gurion International Airport;Tel Aviv;Central District;IL;32.0113983154;34.8866996765;Asia/Jerusalem;
LLBG;EGCC;MAN;Manchester, Manchester;Manchester;EGCC;{'lat': 53.3537, 'lon': -2.27495};GB;0.43;LLBG;TLV;Ben Gurion International Airport;Tel Aviv;Central District;IL;32.0113983154;34.8866996765;Asia/Jerusalem;
LLBG;LFMN;NCE;Nice-Cï¿½te d'Azur, Nice;Cï¿½te d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;0.29;LLBG;TLV;Ben Gurion International Airport;Tel Aviv;Central District;IL;32.0113983154;34.8866996765;Asia/Jerusalem;
LMML;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;3.0;LMML;MLA;Luqa Airport;Luqa;Luqa;MT;35.857498;14.4775;Europe/Malta;
LMML;EGCC;MAN;Manchester, Manchester;Manchester;EGCC;{'lat': 53.3537, 'lon': -2.27495};GB;1.0;LMML;MLA;Luqa Airport;Luqa;Luqa;MT;35.857498;14.4775;Europe/Malta;
LPFR;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;4.86;LPFR;FAO;Faro Airport;Faro;Faro;PT;37.0144004822;-7.9659099579;Europe/Lisbon;
LPFR;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;3.43;LPFR;FAO;Faro Airport;Faro;Faro;PT;37.0144004822;-7.9659099579;Europe/Lisbon;
LPFR;EGCC;MAN;Manchester, Manchester;Manchester;EGCC;{'lat': 53.3537, 'lon': -2.27495};GB;1.86;LPFR;FAO;Faro Airport;Faro;Faro;PT;37.0144004822;-7.9659099579;Europe/Lisbon;
LPFR;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;1.71;LPFR;FAO;Faro Airport;Faro;Faro;PT;37.0144004822;-7.9659099579;Europe/Lisbon;
LPFR;EGGD;BRS;Bristol, Bristol;Bristol;EGGD;{'lat': 51.3827, 'lon': -2.719089};GB;1.71;LPFR;FAO;Faro Airport;Faro;Faro;PT;37.0144004822;-7.9659099579;Europe/Lisbon;
LPFR;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;1.71;LPFR;FAO;Faro Airport;Faro;Faro;PT;37.0144004822;-7.9659099579;Europe/Lisbon;
LPFR;LFPO;ORY;Paris-Orly, Paris;Orly;Paris;{'lat': 48.7253, 'lon': 2.35944};FR;1.71;LPFR;FAO;Faro Airport;Faro;Faro;PT;37.0144004822;-7.9659099579;Europe/Lisbon;
LPFR;EGPF;GLA;Glasgow, Glasgow;Glasgow;EGPF;{'lat': 55.8719, 'lon': -4.43306};GB;0.71;LPFR;FAO;Faro Airport;Faro;Faro;PT;37.0144004822;-7.9659099579;Europe/Lisbon;
LPFR;EGGP;LPL;Liverpool John Lennon, Liverpool;John Lennon;Liverpool;{'lat': 53.3336, 'lon': -2.84972};GB;0.71;LPFR;FAO;Faro Airport;Faro;Faro;PT;37.0144004822;-7.9659099579;Europe/Lisbon;
LPFR;LFPG;CDG;Charles de Gaulle, Paris;Charles de Gaulle;Paris;{'lat': 49.0128, 'lon': 2.549999};FR;0.71;LPFR;FAO;Faro Airport;Faro;Faro;PT;37.0144004822;-7.9659099579;Europe/Lisbon;
LPFR;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bï¿½le/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bï¿½le/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.57;LPFR;FAO;Faro Airport;Faro;Faro;PT;37.0144004822;-7.9659099579;Europe/Lisbon;
LPFR;EGAA;BFS;Belfast, Belfast;Belfast;EGAA;{'lat': 54.6575, 'lon': -6.215829};GB;0.29;LPFR;FAO;Faro Airport;Faro;Faro;PT;37.0144004822;-7.9659099579;Europe/Lisbon;
LPFR;LFLL;LYS;Lyon Saint-Exupï¿½ry, Lyon;Saint-Exupï¿½ry;Lyon;{'lat': 45.7264, 'lon': 5.090829};FR;0.29;LPFR;FAO;Faro Airport;Faro;Faro;PT;37.0144004822;-7.9659099579;Europe/Lisbon;
LPFR;LFRS;NTE;Nantes Atlantique, Nantes;Atlantique;Nantes;{'lat': 47.1532, 'lon': -1.61073};FR;0.29;LPFR;FAO;Faro Airport;Faro;Faro;PT;37.0144004822;-7.9659099579;Europe/Lisbon;
LPMA;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;12.0;LPMA;FNC;Madeira Airport;Funchal;Madeira;PT;32.6978988647;-16.7744998932;Europe/Lisbon;
LPMA;LPPR;OPO;Francisco de Sï¿½ Carneiro, Porto;Francisco de Sï¿½ Carneiro;Porto;{'lat': 41.2481, 'lon': -8.681389};PT;5.43;LPMA;FNC;Madeira Airport;Funchal;Madeira;PT;32.6978988647;-16.7744998932;Europe/Lisbon;
LPMA;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;2.15;LPMA;FNC;Madeira Airport;Funchal;Madeira;PT;32.6978988647;-16.7744998932;Europe/Lisbon;
LPMA;EGCC;MAN;Manchester, Manchester;Manchester;EGCC;{'lat': 53.3537, 'lon': -2.27495};GB;1.29;LPMA;FNC;Madeira Airport;Funchal;Madeira;PT;32.6978988647;-16.7744998932;Europe/Lisbon;
LPMA;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;0.57;LPMA;FNC;Madeira Airport;Funchal;Madeira;PT;32.6978988647;-16.7744998932;Europe/Lisbon;
LPMA;EGGD;BRS;Bristol, Bristol;Bristol;EGGD;{'lat': 51.3827, 'lon': -2.719089};GB;0.57;LPMA;FNC;Madeira Airport;Funchal;Madeira;PT;32.6978988647;-16.7744998932;Europe/Lisbon;
LPMA;LFLL;LYS;Lyon Saint-Exupï¿½ry, Lyon;Saint-Exupï¿½ry;Lyon;{'lat': 45.7264, 'lon': 5.090829};FR;0.43;LPMA;FNC;Madeira Airport;Funchal;Madeira;PT;32.6978988647;-16.7744998932;Europe/Lisbon;
LPMA;LIMC;MXP;Malpensa, Milan;Malpensa;Milan;{'lat': 45.6306, 'lon': 8.72811};IT;0.29;LPMA;FNC;Madeira Airport;Funchal;Madeira;PT;32.6978988647;-16.7744998932;Europe/Lisbon;
LPPR;LEMD;MAD;Adolfo Suï¿½rez Madridï¿½Barajas, Madrid;Adolfo Suï¿½rez ï¿½Barajas;Madrid;{'lat': 40.4936, 'lon': -3.56676};ES;10.45;LPPR;OPO;Francisco de Sa Carneiro Airport;Porto;Porto;PT;41.2481002808;-8.6813898087;Europe/Lisbon;
LPPR;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;9.44;LPPR;OPO;Francisco de Sa Carneiro Airport;Porto;Porto;PT;41.2481002808;-8.6813898087;Europe/Lisbon;
LPPR;LPMA;FNC;Madeira, Funchal;Madeira;Funchal;{'lat': 32.6979, 'lon': -16.7745};PT;6.71;LPPR;OPO;Francisco de Sa Carneiro Airport;Porto;Porto;PT;41.2481002808;-8.6813898087;Europe/Lisbon;
LPPR;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;5.43;LPPR;OPO;Francisco de Sa Carneiro Airport;Porto;Porto;PT;41.2481002808;-8.6813898087;Europe/Lisbon;
LPPR;ELLX;LUX;Luxembourg-Findel, Luxembourg;Findel;Luxembourg;{'lat': 49.6266, 'lon': 6.21152};LU;5.43;LPPR;OPO;Francisco de Sa Carneiro Airport;Porto;Porto;PT;41.2481002808;-8.6813898087;Europe/Lisbon;
LPPR;LSZH;ZRH;Kloten, Zurich;Kloten;Zurich;{'lat': 47.4647, 'lon': 8.549169};CH;3.43;LPPR;OPO;Francisco de Sa Carneiro Airport;Porto;Porto;PT;41.2481002808;-8.6813898087;Europe/Lisbon;
